time,P,G(i),H_sun,T2m,WS10m,Int
20161024:1909,0.0,0.0,0.0,20.87,3.29,0.0
20161024:2009,0.0,0.0,0.0,20.37,2.87,0.0
20161024:2109,0.0,0.0,0.0,19.87,2.46,0.0
20161024:2209,0.0,0.0,0.0,20.05,2.2,0.0
20161024:2309,0.0,0.0,0.0,20.24,1.94,0.0
20161025:0009,0.0,0.0,0.0,20.42,1.68,0.0
20161025:0109,0.0,0.0,0.0,19.87,1.83,0.0
20161025:0209,0.0,0.0,0.0,19.31,1.98,0.0
20161025:0309,0.0,0.0,0.0,18.76,2.12,0.0
20161025:0409,0.0,0.0,0.0,20.14,1.92,0.0
20161025:0509,6.5,200.44,14.8,21.51,1.72,0.0
20161025:0609,16.82,476.73,25.87,22.89,1.52,0.0
20161025:0709,23.52,668.63,35.44,24.05,1.94,0.0
20161025:0809,26.39,758.09,42.57,25.21,2.37,0.0
20161025:0909,29.51,856.85,46.01,26.37,2.8,0.0
20161025:1009,32.56,942.77,44.9,26.34,3.63,0.0
20161025:1109,25.35,716.37,39.55,26.31,4.46,0.0
20161025:1209,23.76,664.74,31.12,26.28,5.28,0.0
20161025:1309,15.5,433.64,20.74,25.31,5.36,0.0
20161025:1409,3.21,106.56,9.19,24.34,5.44,0.0
20161025:1509,0.0,0.0,0.0,23.38,5.52,0.0
20161025:1609,0.0,0.0,0.0,22.91,5.36,0.0
20161025:1709,0.0,0.0,0.0,22.44,5.2,0.0
20161025:1809,0.0,0.0,0.0,21.97,5.05,0.0
20161025:1909,0.0,0.0,0.0,21.62,4.54,0.0
20161025:2009,0.0,0.0,0.0,21.27,4.03,0.0
20161025:2109,0.0,0.0,0.0,20.92,3.52,0.0
20161025:2209,0.0,0.0,0.0,20.75,3.25,0.0
20161025:2309,0.0,0.0,0.0,20.58,2.97,0.0
20161026:0009,0.0,0.0,0.0,20.41,2.7,0.0
20161026:0109,0.0,0.0,0.0,20.41,3.03,0.0
20161026:0209,0.0,0.0,0.0,20.42,3.35,0.0
20161026:0309,0.0,0.0,0.0,20.42,3.67,0.0
20161026:0409,0.0,0.0,0.0,21.59,3.38,0.0
20161026:0509,7.21,222.16,14.61,22.77,3.1,0.0
20161026:0609,16.86,475.5,25.64,23.94,2.81,0.0
20161026:0709,24.37,691.49,35.17,25.5,2.91,0.0
20161026:0809,29.23,846.34,42.26,27.05,3.01,0.0
20161026:0909,31.72,933.54,45.67,28.6,3.1,0.0
20161026:1009,32.41,947.75,44.56,28.54,3.74,0.0
20161026:1109,30.02,865.05,39.24,28.48,4.38,0.0
20161026:1209,24.96,707.56,30.84,28.42,5.02,0.0
20161026:1309,17.24,486.01,20.5,27.37,5.4,0.0
20161026:1409,6.96,213.53,8.98,26.32,5.78,0.0
20161026:1509,0.0,0.0,0.0,25.28,6.17,0.0
20161026:1609,0.0,0.0,0.0,24.56,5.82,0.0
20161026:1709,0.0,0.0,0.0,23.84,5.47,0.0
20161026:1809,0.0,0.0,0.0,23.12,5.12,0.0
20161026:1909,0.0,0.0,0.0,22.57,4.52,0.0
20161026:2009,0.0,0.0,0.0,22.02,3.92,0.0
20161026:2109,0.0,0.0,0.0,21.48,3.32,0.0
20161026:2209,0.0,0.0,0.0,21.2,3.1,0.0
20161026:2309,0.0,0.0,0.0,20.92,2.87,0.0
20161027:0009,0.0,0.0,0.0,20.64,2.65,0.0
20161027:0109,0.0,0.0,0.0,20.2,2.59,0.0
20161027:0209,0.0,0.0,0.0,19.76,2.54,0.0
20161027:0309,0.0,0.0,0.0,19.32,2.48,0.0
20161027:0409,0.0,0.0,0.0,20.96,2.24,0.0
20161027:0509,5.43,169.82,14.41,22.61,2.0,0.0
20161027:0609,16.0,455.51,25.41,24.25,1.75,0.0
20161027:0709,23.36,674.18,34.9,26.03,1.54,0.0
20161027:0809,27.77,824.72,41.94,27.81,1.32,0.0
20161027:0909,15.29,449.71,45.33,29.58,1.1,0.0
20161027:1009,17.72,519.8,44.23,29.43,1.34,0.0
20161027:1109,15.52,452.96,38.94,29.27,1.57,0.0
20161027:1209,3.39,112.49,30.57,29.12,1.81,0.0
20161027:1309,2.63,90.56,20.26,28.17,1.91,0.0
20161027:1409,1.73,65.03,8.77,27.21,2.01,0.0
20161027:1509,0.0,0.0,0.0,26.26,2.11,0.0
20161027:1609,0.0,0.0,0.0,25.49,1.86,0.0
20161027:1709,0.0,0.0,0.0,24.73,1.61,0.0
20161027:1809,0.0,0.0,0.0,23.97,1.37,0.0
20161027:1909,0.0,0.0,0.0,23.55,1.3,0.0
20161027:2009,0.0,0.0,0.0,23.14,1.23,0.0
20161027:2109,0.0,0.0,0.0,22.73,1.16,0.0
20161027:2209,0.0,0.0,0.0,22.25,1.05,0.0
20161027:2309,0.0,0.0,0.0,21.76,0.94,0.0
20161028:0009,0.0,0.0,0.0,21.28,0.83,0.0
20161028:0109,0.0,0.0,0.0,20.77,1.13,0.0
20161028:0209,0.0,0.0,0.0,20.27,1.43,0.0
20161028:0309,0.0,0.0,0.0,19.76,1.72,0.0
20161028:0409,0.0,0.0,0.0,20.29,1.59,0.0
20161028:0509,5.77,178.9,14.21,20.83,1.46,0.0
20161028:0609,16.46,463.58,25.18,21.36,1.32,0.0
20161028:0709,21.85,618.22,34.64,22.18,1.31,0.0
20161028:0809,28.75,834.59,41.64,23.0,1.3,0.0
20161028:0909,31.0,914.45,44.99,23.82,1.28,0.0
20161028:1009,31.42,928.21,43.9,23.8,1.3,0.0
20161028:1109,28.57,832.54,38.63,23.77,1.31,0.0
20161028:1209,16.79,475.91,30.31,23.74,1.32,0.0
20161028:1309,15.17,428.5,20.03,23.52,1.85,0.0
20161028:1409,6.28,193.41,8.56,23.29,2.38,0.0
20161028:1509,0.0,0.0,0.0,23.07,2.91,0.0
20161028:1609,0.0,0.0,0.0,22.47,2.67,0.0
20161028:1709,0.0,0.0,0.0,21.87,2.43,0.0
20161028:1809,0.0,0.0,0.0,21.27,2.19,0.0
20161028:1909,0.0,0.0,0.0,21.61,1.89,0.0
20161028:2009,0.0,0.0,0.0,21.96,1.59,0.0
20161028:2109,0.0,0.0,0.0,22.31,1.28,0.0
20161028:2209,0.0,0.0,0.0,22.22,1.3,0.0
20161028:2309,0.0,0.0,0.0,22.14,1.32,0.0
20161029:0009,0.0,0.0,0.0,22.05,1.34,0.0
20161029:0109,0.0,0.0,0.0,21.24,1.54,0.0
20161029:0209,0.0,0.0,0.0,20.42,1.73,0.0
20161029:0309,0.0,0.0,0.0,19.61,1.93,0.0
20161029:0409,0.0,0.0,0.0,20.85,1.7,0.0
20161029:0509,5.11,160.86,14.01,22.09,1.46,0.0
20161029:0609,14.37,409.32,24.95,23.33,1.23,0.0
20161029:0709,23.25,664.51,34.37,24.23,1.54,0.0
20161029:0809,28.42,825.67,41.33,25.13,1.86,0.0
20161029:0909,30.86,905.39,44.66,26.02,2.18,0.0
20161029:1009,31.29,911.69,43.57,25.81,2.64,0.0
20161029:1109,26.56,757.98,38.34,25.59,3.11,0.0
20161029:1209,23.18,652.47,30.05,25.37,3.57,0.0
20161029:1309,15.8,442.81,19.8,24.53,3.95,0.0
20161029:1409,5.88,181.65,8.36,23.69,4.33,0.0
20161029:1509,0.0,0.0,0.0,22.86,4.7,0.0
20161029:1609,0.0,0.0,0.0,22.39,4.38,0.0
20161029:1709,0.0,0.0,0.0,21.93,4.06,0.0
20161029:1809,0.0,0.0,0.0,21.47,3.74,0.0
20161029:1909,0.0,0.0,0.0,21.03,3.37,0.0
20161029:2009,0.0,0.0,0.0,20.59,3.0,0.0
20161029:2109,0.0,0.0,0.0,20.16,2.63,0.0
20161029:2209,0.0,0.0,0.0,20.16,2.49,0.0
20161029:2309,0.0,0.0,0.0,20.17,2.34,0.0
20161030:0009,0.0,0.0,0.0,20.17,2.19,0.0
20161030:0109,0.0,0.0,0.0,20.27,2.0,0.0
20161030:0209,0.0,0.0,0.0,20.37,1.81,0.0
20161030:0309,0.0,0.0,0.0,20.47,1.61,0.0
20161030:0409,0.0,0.0,0.0,21.25,1.61,0.0
20161030:0509,5.79,180.97,13.81,22.03,1.6,0.0
20161030:0609,15.8,447.37,24.72,22.81,1.6,0.0
20161030:0709,23.9,676.24,34.1,23.71,2.22,0.0
20161030:0809,28.79,823.41,41.02,24.61,2.83,0.0
20161030:0909,29.63,849.47,44.33,25.51,3.45,0.0
20161030:1009,31.48,900.85,43.25,25.27,3.88,0.0
20161030:1109,29.49,833.98,38.04,25.02,4.31,0.0
20161030:1209,24.53,683.33,29.79,24.78,4.74,0.0
20161030:1309,16.76,465.78,19.58,23.82,4.84,0.0
20161030:1409,6.22,190.45,8.16,22.85,4.94,0.0
20161030:1509,0.0,0.0,0.0,21.89,5.03,0.0
20161030:1609,0.0,0.0,0.0,21.4,4.35,0.0
20161030:1709,0.0,0.0,0.0,20.91,3.66,0.0
20161030:1809,0.0,0.0,0.0,20.43,2.98,0.0
20161030:1909,0.0,0.0,0.0,20.17,2.63,0.0
20161030:2009,0.0,0.0,0.0,19.91,2.28,0.0
20161030:2109,0.0,0.0,0.0,19.66,1.93,0.0
20161030:2209,0.0,0.0,0.0,19.5,2.08,0.0
20161030:2309,0.0,0.0,0.0,19.34,2.23,0.0
20161031:0009,0.0,0.0,0.0,19.18,2.39,0.0
20161031:0109,0.0,0.0,0.0,19.34,2.39,0.0
20161031:0209,0.0,0.0,0.0,19.5,2.4,0.0
20161031:0309,0.0,0.0,0.0,19.66,2.4,0.0
20161031:0409,0.0,0.0,0.0,20.57,2.5,0.0
20161031:0509,5.44,169.88,13.61,21.47,2.59,0.0
20161031:0609,14.26,400.62,24.49,22.38,2.69,0.0
20161031:0709,23.38,654.22,33.83,23.1,2.96,0.0
20161031:0809,28.1,795.39,40.72,23.81,3.23,0.0
20161031:0909,30.75,878.48,44.01,24.52,3.5,0.0
20161031:1009,29.06,823.67,42.93,24.21,3.75,0.0
20161031:1109,28.81,811.28,37.75,23.89,3.99,0.0
20161031:1209,23.51,652.8,29.54,23.58,4.23,0.0
20161031:1309,14.73,410.24,19.36,22.86,4.0,0.0
20161031:1409,5.6,172.91,7.97,22.14,3.76,0.0
20161031:1509,0.0,0.0,0.0,21.42,3.52,0.0
20161031:1609,0.0,0.0,0.0,20.72,3.19,0.0
20161031:1709,0.0,0.0,0.0,20.02,2.86,0.0
20161031:1809,0.0,0.0,0.0,19.32,2.54,0.0
20161031:1909,0.0,0.0,0.0,19.25,2.39,0.0
20161031:2009,0.0,0.0,0.0,19.18,2.23,0.0
20161031:2109,0.0,0.0,0.0,19.11,2.08,0.0
20161031:2209,0.0,0.0,0.0,19.03,2.19,0.0
20161031:2309,0.0,0.0,0.0,18.95,2.29,0.0
20161101:0009,0.0,0.0,0.0,18.87,2.4,0.0
20161101:0109,0.0,0.0,0.0,18.85,2.95,0.0
20161101:0209,0.0,0.0,0.0,18.82,3.49,0.0
20161101:0309,0.0,0.0,0.0,18.8,4.04,0.0
20161101:0409,0.0,0.0,0.0,20.17,4.41,0.0
20161101:0509,4.65,146.62,13.41,21.54,4.79,0.0
20161101:0609,14.33,399.46,24.26,22.92,5.16,0.0
20161101:0709,19.4,535.34,33.57,24.09,6.07,0.0
20161101:0809,27.9,774.27,40.42,25.27,6.98,0.0
20161101:0909,26.9,748.72,43.68,26.44,7.89,0.0
20161101:1009,12.57,355.22,42.61,25.72,8.02,0.0
20161101:1109,18.76,517.76,37.47,24.99,8.15,0.0
20161101:1209,5.98,178.62,29.29,24.26,8.28,0.0
20161101:1309,3.86,121.63,19.14,23.05,7.32,0.0
20161101:1409,1.46,55.47,7.78,21.84,6.37,0.0
20161101:1509,0.0,0.0,0.0,20.63,5.42,0.0
20161101:1609,0.0,0.0,0.0,20.42,5.2,0.0
20161101:1709,0.0,0.0,0.0,20.2,4.97,0.0
20161101:1809,0.0,0.0,0.0,19.99,4.74,0.0
20161101:1909,0.0,0.0,0.0,19.61,4.88,0.0
20161101:2009,0.0,0.0,0.0,19.22,5.02,0.0
20161101:2109,0.0,0.0,0.0,18.84,5.16,0.0
20161101:2209,0.0,0.0,0.0,18.83,5.22,0.0
20161101:2309,0.0,0.0,0.0,18.82,5.29,0.0
20161102:0009,0.0,0.0,0.0,18.82,5.35,0.0
20161102:0109,0.0,0.0,0.0,18.48,4.99,0.0
20161102:0209,0.0,0.0,0.0,18.15,4.63,0.0
20161102:0309,0.0,0.0,0.0,17.82,4.26,0.0
20161102:0409,0.0,0.0,0.0,18.62,3.84,0.0
20161102:0509,6.39,195.93,13.21,19.42,3.42,0.0
20161102:0609,14.32,397.53,24.03,20.22,2.99,0.0
20161102:0709,25.2,699.16,33.3,21.0,2.95,0.0
20161102:0809,6.45,190.66,40.12,21.78,2.91,0.0
20161102:0909,9.01,259.81,43.36,22.56,2.87,0.0
20161102:1009,28.21,798.71,42.3,22.59,2.9,0.0
20161102:1109,1.75,63.87,37.19,22.62,2.93,0.0
20161102:1209,2.06,72.45,29.05,22.64,2.97,0.0
20161102:1309,3.25,105.0,18.93,21.66,3.1,0.0
20161102:1409,2.33,80.92,7.59,20.67,3.24,0.0
20161102:1509,0.0,0.0,0.0,19.69,3.38,0.0
20161102:1609,0.0,0.0,0.0,19.26,3.4,0.0
20161102:1709,0.0,0.0,0.0,18.83,3.43,0.0
20161102:1809,0.0,0.0,0.0,18.4,3.45,0.0
20161102:1909,0.0,0.0,0.0,17.94,3.38,0.0
20161102:2009,0.0,0.0,0.0,17.49,3.32,0.0
20161102:2109,0.0,0.0,0.0,17.03,3.26,0.0
20161102:2209,0.0,0.0,0.0,16.97,3.17,0.0
20161102:2309,0.0,0.0,0.0,16.9,3.08,0.0
20161103:0009,0.0,0.0,0.0,16.84,2.99,0.0
20161103:0109,0.0,0.0,0.0,16.25,3.05,0.0
20161103:0209,0.0,0.0,0.0,15.67,3.1,0.0
20161103:0309,0.0,0.0,0.0,15.09,3.16,0.0
20161103:0409,0.0,0.0,0.0,16.66,2.85,0.0
20161103:0509,7.48,227.99,13.01,18.24,2.53,0.0
20161103:0609,17.15,476.25,23.8,19.82,2.22,0.0
20161103:0709,25.06,700.81,33.04,21.24,2.3,0.0
20161103:0809,30.08,859.1,39.82,22.66,2.39,0.0
20161103:0909,32.45,941.99,43.05,24.08,2.47,0.0
20161103:1009,32.81,949.96,41.99,24.18,2.77,0.0
20161103:1109,30.33,867.01,36.91,24.28,3.07,0.0
20161103:1209,25.75,724.78,28.81,24.37,3.37,0.0
20161103:1309,18.06,502.86,18.73,23.47,4.0,0.0
20161103:1409,7.14,216.63,7.42,22.56,4.63,0.0
20161103:1509,0.0,0.0,0.0,21.66,5.27,0.0
20161103:1609,0.0,0.0,0.0,21.24,5.18,0.0
20161103:1709,0.0,0.0,0.0,20.83,5.09,0.0
20161103:1809,0.0,0.0,0.0,20.41,5.01,0.0
20161103:1909,0.0,0.0,0.0,19.99,4.78,0.0
20161103:2009,0.0,0.0,0.0,19.58,4.55,0.0
20161103:2109,0.0,0.0,0.0,19.16,4.32,0.0
20161103:2209,0.0,0.0,0.0,19.21,4.18,0.0
20161103:2309,0.0,0.0,0.0,19.25,4.05,0.0
20161104:0009,0.0,0.0,0.0,19.3,3.92,0.0
20161104:0109,0.0,0.0,0.0,18.96,3.82,0.0
20161104:0209,0.0,0.0,0.0,18.62,3.71,0.0
20161104:0309,0.0,0.0,0.0,18.29,3.61,0.0
20161104:0409,0.0,0.0,0.0,19.44,3.55,0.0
20161104:0509,6.86,211.67,12.81,20.6,3.49,0.0
20161104:0609,7.1,207.25,23.57,21.76,3.43,0.0
20161104:0709,23.38,648.05,32.78,22.71,3.85,0.0
20161104:0809,30.48,856.95,39.53,23.66,4.27,0.0
20161104:0909,33.36,946.67,42.74,24.61,4.69,0.0
20161104:1009,33.64,953.6,41.69,24.41,4.79,0.0
20161104:1109,31.67,890.51,36.64,24.21,4.89,0.0
20161104:1209,25.22,699.16,28.58,24.01,4.99,0.0
20161104:1309,18.58,513.75,18.53,22.9,4.88,0.0
20161104:1409,7.22,218.12,7.24,21.78,4.77,0.0
20161104:1509,0.0,0.0,0.0,20.66,4.66,0.0
20161104:1609,0.0,0.0,0.0,20.24,4.42,0.0
20161104:1709,0.0,0.0,0.0,19.81,4.17,0.0
20161104:1809,0.0,0.0,0.0,19.39,3.93,0.0
20161104:1909,0.0,0.0,0.0,18.78,3.71,0.0
20161104:2009,0.0,0.0,0.0,18.16,3.48,0.0
20161104:2109,0.0,0.0,0.0,17.55,3.26,0.0
20161104:2209,0.0,0.0,0.0,17.41,3.12,0.0
20161104:2309,0.0,0.0,0.0,17.27,2.99,0.0
20161105:0009,0.0,0.0,0.0,17.13,2.86,0.0
20161105:0109,0.0,0.0,0.0,17.17,2.93,0.0
20161105:0209,0.0,0.0,0.0,17.21,3.01,0.0
20161105:0309,0.0,0.0,0.0,17.26,3.09,0.0
20161105:0409,0.0,0.0,0.0,18.47,2.84,0.0
20161105:0509,5.8,179.95,12.61,19.69,2.58,0.0
20161105:0609,16.6,463.25,23.34,20.91,2.33,0.0
20161105:0709,24.56,685.54,32.51,21.83,2.65,0.0
20161105:0809,24.07,674.61,39.23,22.76,2.97,0.0
20161105:0909,32.92,943.28,42.43,23.68,3.3,0.0
20161105:1009,33.57,957.2,41.4,23.61,3.82,0.0
20161105:1109,29.99,841.88,36.38,23.54,4.34,0.0
20161105:1209,25.8,714.33,28.35,23.46,4.86,0.0
20161105:1309,16.69,461.49,18.33,22.56,4.75,0.0
20161105:1409,7.46,225.03,7.07,21.65,4.64,0.0
20161105:1509,0.0,0.0,0.0,20.74,4.54,0.0
20161105:1609,0.0,0.0,0.0,20.22,4.2,0.0
20161105:1709,0.0,0.0,0.0,19.69,3.86,0.0
20161105:1809,0.0,0.0,0.0,19.17,3.52,0.0
20161105:1909,0.0,0.0,0.0,18.56,3.25,0.0
20161105:2009,0.0,0.0,0.0,17.94,2.98,0.0
20161105:2109,0.0,0.0,0.0,17.33,2.72,0.0
20161105:2209,0.0,0.0,0.0,17.39,2.74,0.0
20161105:2309,0.0,0.0,0.0,17.45,2.76,0.0
20161106:0009,0.0,0.0,0.0,17.51,2.79,0.0
20161106:0109,0.0,0.0,0.0,16.94,2.66,0.0
20161106:0209,0.0,0.0,0.0,16.37,2.54,0.0
20161106:0309,0.0,0.0,0.0,15.81,2.41,0.0
20161106:0409,0.0,0.0,0.0,16.79,2.23,0.0
20161106:0509,7.05,215.82,12.4,17.77,2.04,0.0
20161106:0609,17.1,474.16,23.11,18.76,1.85,0.0
20161106:0709,25.03,697.55,32.25,19.92,1.99,0.0
20161106:0809,29.77,845.47,38.94,21.09,2.12,0.0
20161106:0909,32.19,927.03,42.13,22.25,2.26,0.0
20161106:1009,27.57,780.34,41.1,22.4,2.69,0.0
20161106:1109,31.2,884.53,36.11,22.55,3.12,0.0
20161106:1209,26.35,734.63,28.12,22.69,3.54,0.0
20161106:1309,18.66,517.08,18.14,21.68,3.38,0.0
20161106:1409,6.45,196.39,6.91,20.66,3.22,0.0
20161106:1509,0.0,0.0,0.0,19.64,3.06,0.0
20161106:1609,0.0,0.0,0.0,18.97,2.94,0.0
20161106:1709,0.0,0.0,0.0,18.29,2.81,0.0
20161106:1809,0.0,0.0,0.0,17.62,2.69,0.0
20161106:1909,0.0,0.0,0.0,17.29,2.56,0.0
20161106:2009,0.0,0.0,0.0,16.95,2.42,0.0
20161106:2109,0.0,0.0,0.0,16.62,2.29,0.0
20161106:2209,0.0,0.0,0.0,17.12,2.11,0.0
20161106:2309,0.0,0.0,0.0,17.61,1.92,0.0
20161107:0009,0.0,0.0,0.0,18.11,1.74,0.0
20161107:0109,0.0,0.0,0.0,17.16,1.9,0.0
20161107:0209,0.0,0.0,0.0,16.22,2.07,0.0
20161107:0309,0.0,0.0,0.0,15.28,2.23,0.0
20161107:0409,0.0,0.0,0.0,16.74,2.09,0.0
20161107:0509,2.74,91.42,12.2,18.2,1.94,0.0
20161107:0609,8.5,243.28,22.88,19.66,1.79,0.0
20161107:0709,10.39,295.3,32.0,21.24,1.71,0.0
20161107:0809,26.44,757.01,38.66,22.83,1.62,0.0
20161107:0909,14.55,415.75,41.83,24.42,1.53,0.0
20161107:1009,12.6,360.91,40.82,24.65,1.98,0.0
20161107:1109,27.32,783.77,35.86,24.87,2.42,0.0
20161107:1209,25.78,731.77,27.9,25.09,2.87,0.0
20161107:1309,18.09,506.66,17.96,23.78,3.32,0.0
20161107:1409,7.51,227.92,6.75,22.47,3.78,0.0
20161107:1509,0.0,0.0,0.0,21.16,4.23,0.0
20161107:1609,0.0,0.0,0.0,20.52,4.18,0.0
20161107:1709,0.0,0.0,0.0,19.89,4.12,0.0
20161107:1809,0.0,0.0,0.0,19.25,4.07,0.0
20161107:1909,0.0,0.0,0.0,18.48,3.76,0.0
20161107:2009,0.0,0.0,0.0,17.7,3.44,0.0
20161107:2109,0.0,0.0,0.0,16.93,3.13,0.0
20161107:2209,0.0,0.0,0.0,16.92,2.97,0.0
20161107:2309,0.0,0.0,0.0,16.91,2.81,0.0
20161108:0009,0.0,0.0,0.0,16.91,2.65,0.0
20161108:0109,0.0,0.0,0.0,16.5,2.57,0.0
20161108:0209,0.0,0.0,0.0,16.1,2.49,0.0
20161108:0309,0.0,0.0,0.0,15.7,2.41,0.0
20161108:0409,0.0,0.0,0.0,17.15,2.06,0.0
20161108:0509,7.02,216.89,12.0,18.6,1.7,0.0
20161108:0609,16.62,465.9,22.66,20.05,1.34,0.0
20161108:0709,23.61,667.21,31.74,21.88,1.5,0.0
20161108:0809,28.42,821.37,38.37,23.72,1.66,0.0
20161108:0909,25.67,743.47,41.53,25.56,1.82,0.0
20161108:1009,31.76,929.57,40.53,25.86,2.43,0.0
20161108:1109,29.44,848.21,35.61,26.16,3.03,0.0
20161108:1209,24.78,702.12,27.69,26.45,3.64,0.0
20161108:1309,17.78,499.13,17.78,24.88,3.8,0.0
20161108:1409,6.92,211.97,6.59,23.3,3.96,0.0
20161108:1509,0.0,0.0,0.0,21.72,4.12,0.0
20161108:1609,0.0,0.0,0.0,20.83,3.89,0.0
20161108:1709,0.0,0.0,0.0,19.95,3.65,0.0
20161108:1809,0.0,0.0,0.0,19.06,3.41,0.0
20161108:1909,0.0,0.0,0.0,18.48,3.2,0.0
20161108:2009,0.0,0.0,0.0,17.9,2.99,0.0
20161108:2109,0.0,0.0,0.0,17.32,2.79,0.0
20161108:2209,0.0,0.0,0.0,18.27,2.45,0.0
20161108:2309,0.0,0.0,0.0,19.22,2.11,0.0
20161109:0009,0.0,0.0,0.0,20.17,1.77,0.0
20161109:0109,0.0,0.0,0.0,18.66,1.81,0.0
20161109:0209,0.0,0.0,0.0,17.16,1.86,0.0
20161109:0309,0.0,0.0,0.0,15.66,1.9,0.0
20161109:0409,0.0,0.0,0.0,16.83,1.93,0.0
20161109:0509,6.4,197.85,11.8,18.01,1.96,0.0
20161109:0609,16.27,451.59,22.43,19.19,1.99,0.0
20161109:0709,22.14,620.81,31.48,21.96,1.91,0.0
20161109:0809,28.81,835.7,38.09,24.74,1.84,0.0
20161109:0909,31.06,925.61,41.24,27.51,1.77,0.0
20161109:1009,31.24,940.47,40.26,28.41,1.56,0.0
20161109:1109,27.77,831.07,35.36,29.3,1.35,0.0
20161109:1209,23.38,693.63,27.48,30.19,1.14,0.0
20161109:1309,13.78,399.03,17.6,28.01,1.69,0.0
20161109:1409,5.99,188.61,6.45,25.82,2.23,0.0
20161109:1509,0.0,0.0,0.0,23.63,2.77,0.0
20161109:1609,0.0,0.0,0.0,24.31,2.24,0.0
20161109:1709,0.0,0.0,0.0,24.99,1.71,0.0
20161109:1809,0.0,0.0,0.0,25.67,1.19,0.0
20161109:1909,0.0,0.0,0.0,23.82,1.5,0.0
20161109:2009,0.0,0.0,0.0,21.97,1.82,0.0
20161109:2109,0.0,0.0,0.0,20.12,2.14,0.0
20161109:2209,0.0,0.0,0.0,18.96,2.45,0.0
20161109:2309,0.0,0.0,0.0,17.8,2.76,0.0
20161110:0009,0.0,0.0,0.0,16.64,3.08,0.0
20161110:0109,0.0,0.0,0.0,16.34,2.97,0.0
20161110:0209,0.0,0.0,0.0,16.04,2.86,0.0
20161110:0309,0.0,0.0,0.0,15.74,2.76,0.0
20161110:0409,0.0,0.0,0.0,17.75,2.47,0.0
20161110:0509,5.88,184.09,11.6,19.76,2.18,0.0
20161110:0609,15.56,437.92,22.2,21.78,1.89,0.0
20161110:0709,23.36,661.57,31.23,23.8,2.08,0.0
20161110:0809,27.97,809.0,37.82,25.83,2.27,0.0
20161110:0909,30.21,889.19,40.96,27.86,2.46,0.0
20161110:1009,17.84,511.85,39.98,27.83,2.74,0.0
20161110:1109,26.43,762.81,35.12,27.8,3.03,0.0
20161110:1209,10.76,311.34,27.28,27.77,3.31,0.0
20161110:1309,9.38,271.67,17.43,26.13,3.43,0.0
20161110:1409,2.97,100.96,6.3,24.49,3.54,0.0
20161110:1509,0.0,0.0,0.0,22.85,3.66,0.0
20161110:1609,0.0,0.0,0.0,22.16,3.64,0.0
20161110:1709,0.0,0.0,0.0,21.46,3.63,0.0
20161110:1809,0.0,0.0,0.0,20.77,3.61,0.0
20161110:1909,0.0,0.0,0.0,20.44,3.21,0.0
20161110:2009,0.0,0.0,0.0,20.11,2.81,0.0
20161110:2109,0.0,0.0,0.0,19.78,2.41,0.0
20161110:2209,0.0,0.0,0.0,19.61,2.52,0.0
20161110:2309,0.0,0.0,0.0,19.44,2.63,0.0
20161111:0009,0.0,0.0,0.0,19.27,2.74,0.0
20161111:0109,0.0,0.0,0.0,18.81,2.8,0.0
20161111:0209,0.0,0.0,0.0,18.35,2.85,0.0
20161111:0309,0.0,0.0,0.0,17.9,2.9,0.0
20161111:0409,0.0,0.0,0.0,19.2,2.97,0.0
20161111:0509,4.93,156.65,11.4,20.5,3.04,0.0
20161111:0609,13.78,385.94,21.98,21.81,3.12,0.0
20161111:0709,13.98,390.91,30.98,22.86,3.34,0.0
20161111:0809,21.76,608.83,37.54,23.91,3.57,0.0
20161111:0909,24.37,687.16,40.67,24.96,3.79,0.0
20161111:1009,26.21,738.22,39.72,24.9,4.17,0.0
20161111:1109,24.53,685.97,34.89,24.84,4.54,0.0
20161111:1209,22.28,619.02,27.08,24.77,4.91,0.0
20161111:1309,8.48,244.12,17.27,23.79,5.02,0.0
20161111:1409,1.78,65.81,6.16,22.8,5.12,0.0
20161111:1509,0.0,0.0,0.0,21.82,5.23,0.0
20161111:1609,0.0,0.0,0.0,21.3,5.01,0.0
20161111:1709,0.0,0.0,0.0,20.79,4.8,0.0
20161111:1809,0.0,0.0,0.0,20.27,4.58,0.0
20161111:1909,0.0,0.0,0.0,19.74,4.35,0.0
20161111:2009,0.0,0.0,0.0,19.22,4.12,0.0
20161111:2109,0.0,0.0,0.0,18.69,3.89,0.0
20161111:2209,0.0,0.0,0.0,18.61,3.69,0.0
20161111:2309,0.0,0.0,0.0,18.53,3.49,0.0
20161112:0009,0.0,0.0,0.0,18.46,3.3,0.0
20161112:0109,0.0,0.0,0.0,18.45,3.33,0.0
20161112:0209,0.0,0.0,0.0,18.44,3.36,0.0
20161112:0309,0.0,0.0,0.0,18.43,3.39,0.0
20161112:0409,0.0,0.0,0.0,19.42,3.26,0.0
20161112:0509,5.2,164.74,11.2,20.42,3.12,0.0
20161112:0609,14.32,400.45,21.76,21.42,2.98,0.0
20161112:0709,22.94,640.67,30.73,23.01,3.03,0.0
20161112:0809,28.63,815.09,37.27,24.6,3.09,0.0
20161112:0909,30.77,889.77,40.4,26.19,3.14,0.0
20161112:1009,29.88,861.61,39.46,26.58,3.4,0.0
20161112:1109,21.98,623.66,34.66,26.97,3.66,0.0
20161112:1209,11.5,330.07,26.89,27.35,3.92,0.0
