time,P,G(i),H_sun,T2m,WS10m,Int
20160412:1609,0.0,0.0,0.0,16.5,4.51,0.0
20160412:1709,0.0,0.0,0.0,15.88,3.67,0.0
20160412:1809,0.0,0.0,0.0,15.26,2.84,0.0
20160412:1909,0.0,0.0,0.0,15.19,3.02,0.0
20160412:2009,0.0,0.0,0.0,15.12,3.2,0.0
20160412:2109,0.0,0.0,0.0,15.05,3.38,0.0
20160412:2209,0.0,0.0,0.0,15.14,3.14,0.0
20160412:2309,0.0,0.0,0.0,15.23,2.89,0.0
20160413:0009,0.0,0.0,0.0,15.32,2.65,0.0
20160413:0109,0.0,0.0,0.0,14.98,2.71,0.0
20160413:0209,0.0,0.0,0.0,14.64,2.78,0.0
20160413:0309,0.0,0.0,0.0,14.3,2.84,0.0
20160413:0409,1.64,65.52,10.49,14.79,2.89,0.0
20160413:0509,8.22,241.47,23.23,15.29,2.93,0.0
20160413:0609,18.91,515.0,35.84,15.78,2.98,0.0
20160413:0709,27.36,743.68,47.93,16.16,3.24,0.0
20160413:0809,33.28,917.61,58.68,16.55,3.5,0.0
20160413:0909,36.66,1021.48,66.02,16.94,3.77,0.0
20160413:1009,36.96,1027.17,66.41,16.7,4.06,0.0
20160413:1109,34.02,933.93,59.58,16.46,4.34,0.0
20160413:1209,31.14,843.6,49.04,16.22,4.63,0.0
20160413:1309,24.2,648.9,37.03,15.95,4.43,0.0
20160413:1409,15.07,411.64,24.45,15.68,4.23,0.0
20160413:1509,5.45,176.87,11.71,15.41,4.03,0.0
20160413:1609,0.0,0.0,0.0,14.67,3.37,0.0
20160413:1709,0.0,0.0,0.0,13.93,2.71,0.0
20160413:1809,0.0,0.0,0.0,13.18,2.06,0.0
20160413:1909,0.0,0.0,0.0,13.29,1.93,0.0
20160413:2009,0.0,0.0,0.0,13.41,1.81,0.0
20160413:2109,0.0,0.0,0.0,13.52,1.68,0.0
20160413:2209,0.0,0.0,0.0,13.66,1.74,0.0
20160413:2309,0.0,0.0,0.0,13.81,1.8,0.0
20160414:0009,0.0,0.0,0.0,13.95,1.86,0.0
20160414:0109,0.0,0.0,0.0,13.84,1.73,0.0
20160414:0209,0.0,0.0,0.0,13.72,1.6,0.0
20160414:0309,0.0,0.0,0.0,13.61,1.48,0.0
20160414:0409,1.75,68.02,10.73,14.53,1.36,0.0
20160414:0509,8.58,254.93,23.47,15.44,1.24,0.0
20160414:0609,17.29,478.98,36.09,16.36,1.12,0.0
20160414:0709,26.03,721.9,48.21,17.19,1.79,0.0
20160414:0809,32.46,912.75,59.0,18.02,2.47,0.0
20160414:0909,34.86,985.56,66.38,18.85,3.14,0.0
20160414:1009,36.19,1020.52,66.74,18.77,3.63,0.0
20160414:1109,35.99,1005.41,59.82,18.69,4.12,0.0
20160414:1209,32.06,879.95,49.22,18.61,4.61,0.0
20160414:1309,25.16,682.88,37.17,18.35,4.42,0.0
20160414:1409,15.95,440.53,24.58,18.08,4.24,0.0
20160414:1509,5.51,181.78,11.84,17.81,4.06,0.0
20160414:1609,0.0,0.0,0.0,16.82,3.26,0.0
20160414:1709,0.0,0.0,0.0,15.82,2.46,0.0
20160414:1809,0.0,0.0,0.0,14.82,1.66,0.0
20160414:1909,0.0,0.0,0.0,15.33,1.52,0.0
20160414:2009,0.0,0.0,0.0,15.85,1.38,0.0
20160414:2109,0.0,0.0,0.0,16.36,1.24,0.0
20160414:2209,0.0,0.0,0.0,15.43,1.68,0.0
20160414:2309,0.0,0.0,0.0,14.5,2.12,0.0
20160415:0009,0.0,0.0,0.0,13.57,2.57,0.0
20160415:0109,0.0,0.0,0.0,13.36,2.46,0.0
20160415:0209,0.0,0.0,0.0,13.16,2.35,0.0
20160415:0309,0.0,0.0,0.0,12.95,2.25,0.0
20160415:0409,1.78,69.62,10.97,14.77,2.21,0.0
20160415:0509,8.59,255.3,23.71,16.58,2.17,0.0
20160415:0609,16.03,444.7,36.34,18.4,2.14,0.0
20160415:0709,25.41,710.87,48.48,19.54,1.97,0.0
20160415:0809,31.74,913.21,59.31,20.68,1.81,0.0
20160415:0909,34.3,1009.91,66.74,21.82,1.64,0.0
20160415:1009,35.19,1032.86,67.07,21.95,2.03,0.0
20160415:1109,33.06,955.77,60.06,22.08,2.42,0.0
20160415:1209,30.02,852.82,49.39,22.2,2.81,0.0
20160415:1309,22.25,618.75,37.31,21.74,3.17,0.0
20160415:1409,13.63,384.08,24.7,21.28,3.53,0.0
20160415:1509,3.85,127.25,11.96,20.81,3.89,0.0
20160415:1609,0.0,0.0,0.0,19.14,3.47,0.0
20160415:1709,0.0,0.0,0.0,17.47,3.04,0.0
20160415:1809,0.0,0.0,0.0,15.8,2.62,0.0
20160415:1909,0.0,0.0,0.0,15.52,2.48,0.0
20160415:2009,0.0,0.0,0.0,15.25,2.34,0.0
20160415:2109,0.0,0.0,0.0,14.97,2.19,0.0
20160415:2209,0.0,0.0,0.0,14.96,2.2,0.0
20160415:2309,0.0,0.0,0.0,14.94,2.21,0.0
20160416:0009,0.0,0.0,0.0,14.93,2.22,0.0
20160416:0109,0.0,0.0,0.0,14.43,2.28,0.0
20160416:0209,0.0,0.0,0.0,13.92,2.34,0.0
20160416:0309,0.0,0.0,0.0,13.42,2.4,0.0
20160416:0409,1.92,70.91,11.21,15.91,2.12,0.0
20160416:0509,8.57,256.62,23.94,18.39,1.84,0.0
20160416:0609,17.28,487.51,36.58,20.88,1.56,0.0
20160416:0709,25.11,719.53,48.75,22.26,1.23,0.0
20160416:0809,29.97,888.37,59.63,23.64,0.9,0.0
20160416:0909,32.76,1003.68,67.1,25.02,0.57,0.0
20160416:1009,34.41,1032.2,67.39,25.28,1.77,0.0
20160416:1109,33.5,979.75,60.29,25.55,2.97,0.0
20160416:1209,29.89,852.16,49.56,25.81,4.18,0.0
20160416:1309,23.63,660.92,37.45,24.92,4.65,0.0
20160416:1409,14.62,414.47,24.83,24.03,5.13,0.0
20160416:1509,5.04,169.56,12.09,23.13,5.6,0.0
20160416:1609,0.0,0.0,0.0,21.36,4.91,0.0
20160416:1709,0.0,0.0,0.0,19.58,4.21,0.0
20160416:1809,0.0,0.0,0.0,17.8,3.52,0.0
20160416:1909,0.0,0.0,0.0,17.34,3.08,0.0
20160416:2009,0.0,0.0,0.0,16.89,2.64,0.0
20160416:2109,0.0,0.0,0.0,16.43,2.21,0.0
20160416:2209,0.0,0.0,0.0,17.47,1.78,0.0
20160416:2309,0.0,0.0,0.0,18.5,1.36,0.0
20160417:0009,0.0,0.0,0.0,19.54,0.94,0.0
20160417:0109,0.0,0.0,0.0,19.08,0.86,0.0
20160417:0209,0.0,0.0,0.0,18.61,0.79,0.0
20160417:0309,0.0,0.0,0.0,18.15,0.72,0.0
20160417:0409,1.71,71.65,11.44,19.23,0.62,0.0
20160417:0509,8.93,274.96,24.17,20.3,0.52,0.0
20160417:0609,17.94,514.08,36.82,21.38,0.43,0.0
20160417:0709,25.89,744.2,49.01,22.75,1.27,0.0
20160417:0809,31.38,914.17,59.93,24.12,2.12,0.0
20160417:0909,35.1,1031.72,67.45,25.49,2.97,0.0
20160417:1009,36.36,1061.45,67.72,25.5,3.75,0.0
20160417:1109,35.06,1008.86,60.52,25.51,4.54,0.0
20160417:1209,31.09,877.59,49.73,25.51,5.32,0.0
20160417:1309,24.66,684.88,37.59,24.51,5.55,0.0
20160417:1409,15.59,439.69,24.96,23.5,5.77,0.0
20160417:1509,5.53,186.88,12.22,22.49,6.0,0.0
20160417:1609,0.0,0.0,0.0,20.8,5.26,0.0
20160417:1709,0.0,0.0,0.0,19.11,4.52,0.0
20160417:1809,0.0,0.0,0.0,17.41,3.78,0.0
20160417:1909,0.0,0.0,0.0,16.83,3.25,0.0
20160417:2009,0.0,0.0,0.0,16.26,2.71,0.0
20160417:2109,0.0,0.0,0.0,15.68,2.18,0.0
20160417:2209,0.0,0.0,0.0,15.84,2.08,0.0
20160417:2309,0.0,0.0,0.0,16.01,1.99,0.0
20160418:0009,0.0,0.0,0.0,16.17,1.89,0.0
20160418:0109,0.0,0.0,0.0,15.8,1.87,0.0
20160418:0209,0.0,0.0,0.0,15.44,1.85,0.0
20160418:0309,0.0,0.0,0.0,15.07,1.83,0.0
20160418:0409,2.0,72.25,11.67,16.73,1.64,0.0
20160418:0509,8.78,263.03,24.4,18.38,1.44,0.0
20160418:0609,18.18,512.61,37.06,20.04,1.24,0.0
20160418:0709,26.32,744.83,49.27,21.69,2.05,0.0
20160418:0809,31.98,918.78,60.23,23.34,2.85,0.0
20160418:0909,35.35,1026.62,67.81,25.0,3.66,0.0
20160418:1009,36.82,1060.67,68.04,24.98,4.72,0.0
20160418:1109,35.33,1002.19,60.75,24.96,5.78,0.0
20160418:1209,31.46,876.85,49.9,24.94,6.84,0.0
20160418:1309,24.91,684.27,37.72,23.61,6.92,0.0
20160418:1409,15.72,439.43,25.08,22.28,7.01,0.0
20160418:1509,5.52,184.73,12.35,20.95,7.09,0.0
20160418:1609,0.0,0.0,0.0,19.78,6.37,0.0
20160418:1709,0.0,0.0,0.0,18.6,5.66,0.0
20160418:1809,0.0,0.0,0.0,17.42,4.94,0.0
20160418:1909,0.0,0.0,0.0,16.98,4.45,0.0
20160418:2009,0.0,0.0,0.0,16.54,3.96,0.0
20160418:2109,0.0,0.0,0.0,16.1,3.48,0.0
20160418:2209,0.0,0.0,0.0,15.96,3.26,0.0
20160418:2309,0.0,0.0,0.0,15.82,3.05,0.0
20160419:0009,0.0,0.0,0.0,15.68,2.84,0.0
20160419:0109,0.0,0.0,0.0,15.72,2.54,0.0
20160419:0209,0.0,0.0,0.0,15.75,2.23,0.0
20160419:0309,0.0,0.0,0.0,15.79,1.93,0.0
20160419:0409,1.91,76.23,11.9,17.65,1.73,0.0
20160419:0509,9.07,275.39,24.63,19.52,1.54,0.0
20160419:0609,18.04,511.26,37.29,21.38,1.34,0.0
20160419:0709,25.74,734.31,49.52,23.33,2.01,0.0
20160419:0809,31.28,909.03,60.53,25.28,2.68,0.0
20160419:0909,34.63,1020.54,68.15,27.23,3.35,0.0
20160419:1009,35.76,1048.58,68.36,27.53,4.17,0.0
20160419:1109,34.37,995.59,60.97,27.84,4.98,0.0
20160419:1209,30.57,871.27,50.06,28.14,5.79,0.0
20160419:1309,24.06,676.1,37.86,27.56,6.18,0.0
20160419:1409,15.06,431.37,25.21,26.98,6.57,0.0
20160419:1509,5.32,182.69,12.47,26.4,6.97,0.0
20160419:1609,0.0,0.0,0.0,25.12,6.58,0.0
20160419:1709,0.0,0.0,0.0,23.84,6.19,0.0
20160419:1809,0.0,0.0,0.0,22.56,5.81,0.0
20160419:1909,0.0,0.0,0.0,21.72,5.05,0.0
20160419:2009,0.0,0.0,0.0,20.88,4.29,0.0
20160419:2109,0.0,0.0,0.0,20.04,3.53,0.0
20160419:2209,0.0,0.0,0.0,20.03,2.98,0.0
20160419:2309,0.0,0.0,0.0,20.02,2.44,0.0
20160420:0009,0.0,0.0,0.0,20.01,1.89,0.0
20160420:0109,0.0,0.0,0.0,18.43,2.25,0.0
20160420:0209,0.0,0.0,0.0,16.84,2.62,0.0
20160420:0309,0.0,0.0,0.0,15.26,2.98,0.0
20160420:0409,1.59,72.68,12.12,18.37,2.89,0.0
20160420:0509,9.31,286.04,24.85,21.47,2.8,0.0
20160420:0609,18.43,524.72,37.52,24.58,2.7,0.0
20160420:0709,25.98,749.8,49.77,27.07,2.65,0.0
20160420:0809,30.92,919.77,60.82,29.56,2.6,0.0
20160420:0909,33.55,1025.31,68.5,32.05,2.55,0.0
20160420:1009,34.31,1053.53,68.67,32.15,2.54,0.0
20160420:1109,32.95,1005.43,61.2,32.25,2.52,0.0
20160420:1209,29.1,874.31,50.22,32.34,2.51,0.0
20160420:1309,23.31,679.3,37.99,31.61,3.62,0.0
20160420:1409,14.85,436.35,25.33,30.88,4.74,0.0
20160420:1509,5.28,185.5,12.6,30.15,5.85,0.0
20160420:1609,0.0,0.0,0.0,28.3,5.5,0.0
20160420:1709,0.0,0.0,0.0,26.44,5.16,0.0
20160420:1809,0.0,0.0,0.0,24.58,4.81,0.0
20160420:1909,0.0,0.0,0.0,23.31,4.15,0.0
20160420:2009,0.0,0.0,0.0,22.04,3.48,0.0
20160420:2109,0.0,0.0,0.0,20.77,2.81,0.0
20160420:2209,0.0,0.0,0.0,20.68,2.47,0.0
20160420:2309,0.0,0.0,0.0,20.59,2.13,0.0
20160421:0009,0.0,0.0,0.0,20.5,1.79,0.0
20160421:0109,0.0,0.0,0.0,20.27,1.41,0.0
20160421:0209,0.0,0.0,0.0,20.03,1.02,0.0
20160421:0309,0.0,0.0,0.0,19.8,0.63,0.0
20160421:0409,1.93,79.24,12.34,21.14,0.76,0.0
20160421:0509,8.7,265.46,25.06,22.47,0.88,0.0
20160421:0609,16.78,482.59,37.74,23.81,1.01,0.0
20160421:0709,24.17,697.22,50.02,25.45,1.83,0.0
20160421:0809,28.92,844.73,61.11,27.1,2.66,0.0
20160421:0909,32.8,969.04,68.84,28.75,3.49,0.0
20160421:1009,34.4,1010.93,68.98,28.77,4.31,0.0
20160421:1109,26.41,758.71,61.41,28.79,5.14,0.0
20160421:1209,28.68,817.72,50.38,28.8,5.96,0.0
20160421:1309,22.75,641.48,38.12,27.63,5.62,0.0
20160421:1409,14.18,407.1,25.45,26.46,5.29,0.0
20160421:1509,5.06,171.75,12.72,25.28,4.95,0.0
20160421:1609,0.0,0.0,0.0,23.37,4.25,0.0
20160421:1709,0.0,0.0,0.0,21.46,3.54,0.0
20160421:1809,0.0,0.0,0.0,19.54,2.84,0.0
20160421:1909,0.0,0.0,0.0,18.98,2.54,0.0
20160421:2009,0.0,0.0,0.0,18.42,2.24,0.0
20160421:2109,0.0,0.0,0.0,17.86,1.94,0.0
20160421:2209,0.0,0.0,0.0,18.32,1.75,0.0
20160421:2309,0.0,0.0,0.0,18.79,1.56,0.0
20160422:0009,0.0,0.0,0.0,19.25,1.37,0.0
20160422:0109,0.0,0.0,0.0,18.8,1.41,0.0
20160422:0209,0.0,0.0,0.0,18.35,1.46,0.0
20160422:0309,0.0,0.0,0.0,17.9,1.5,0.0
20160422:0409,2.23,83.13,12.55,19.46,1.51,0.0
20160422:0509,8.91,269.17,25.27,21.03,1.51,0.0
20160422:0609,17.54,499.11,37.96,22.59,1.52,0.0
20160422:0709,25.3,724.56,50.26,24.14,2.0,0.0
20160422:0809,30.66,894.57,61.39,25.69,2.48,0.0
20160422:0909,33.86,1001.6,69.18,27.25,2.97,0.0
20160422:1009,35.08,1028.67,69.28,27.16,3.89,0.0
20160422:1109,33.01,951.48,61.63,27.07,4.8,0.0
20160422:1209,29.39,832.15,50.54,26.97,5.72,0.0
20160422:1309,22.91,640.26,38.25,25.97,5.82,0.0
20160422:1409,13.82,393.4,25.57,24.97,5.92,0.0
20160422:1509,5.03,168.99,12.85,23.96,6.01,0.0
20160422:1609,0.0,0.0,0.0,22.55,5.21,0.0
20160422:1709,0.0,0.0,0.0,21.14,4.4,0.0
20160422:1809,0.0,0.0,0.0,19.73,3.6,0.0
20160422:1909,0.0,0.0,0.0,19.36,2.99,0.0
20160422:2009,0.0,0.0,0.0,19.0,2.39,0.0
20160422:2109,0.0,0.0,0.0,18.63,1.78,0.0
20160422:2209,0.0,0.0,0.0,18.53,1.74,0.0
20160422:2309,0.0,0.0,0.0,18.43,1.7,0.0
20160423:0009,0.0,0.0,0.0,18.33,1.66,0.0
20160423:0109,0.0,0.0,0.0,18.38,1.61,0.0
20160423:0209,0.0,0.0,0.0,18.42,1.57,0.0
20160423:0309,0.0,0.0,0.0,18.47,1.53,0.0
20160423:0409,1.91,80.65,12.76,19.64,1.23,0.0
20160423:0509,9.28,284.16,25.48,20.81,0.93,0.0
20160423:0609,17.76,508.61,38.17,21.98,0.63,0.0
20160423:0709,25.07,724.46,50.49,23.66,1.18,0.0
20160423:0809,29.46,865.58,61.67,25.35,1.73,0.0
20160423:0909,33.36,995.76,69.51,27.04,2.28,0.0
20160423:1009,35.12,1039.38,69.59,27.24,3.23,0.0
20160423:1109,33.69,980.37,61.84,27.44,4.18,0.0
20160423:1209,29.13,830.7,50.69,27.63,5.13,0.0
20160423:1309,14.54,411.68,38.38,26.27,5.36,0.0
20160423:1409,6.46,192.84,25.7,24.91,5.58,0.0
20160423:1509,3.12,104.76,12.98,23.54,5.81,0.0
20160423:1609,0.0,0.0,0.0,22.32,4.91,0.0
20160423:1709,0.0,0.0,0.0,21.1,4.0,0.0
20160423:1809,0.0,0.0,0.0,19.88,3.1,0.0
20160423:1909,0.0,0.0,0.0,19.51,2.54,0.0
20160423:2009,0.0,0.0,0.0,19.14,1.98,0.0
20160423:2109,0.0,0.0,0.0,18.77,1.42,0.0
20160423:2209,0.0,0.0,0.0,18.42,1.56,0.0
20160423:2309,0.0,0.0,0.0,18.07,1.71,0.0
20160424:0009,0.0,0.0,0.0,17.72,1.85,0.0
20160424:0109,0.0,0.0,0.0,17.01,1.86,0.0
20160424:0209,0.0,0.0,0.0,16.31,1.88,0.0
20160424:0309,0.0,0.0,0.0,15.6,1.89,0.0
20160424:0409,2.31,85.99,12.97,17.97,1.72,0.0
20160424:0509,8.8,263.15,25.69,20.34,1.55,0.0
20160424:0609,16.8,478.75,38.38,22.71,1.38,0.0
20160424:0709,25.38,737.21,50.72,24.45,1.16,0.0
20160424:0809,29.96,900.02,61.94,26.19,0.94,0.0
20160424:0909,32.65,1012.4,69.84,27.93,0.72,0.0
20160424:1009,33.25,1032.21,69.89,28.61,0.96,0.0
20160424:1109,31.88,978.79,62.04,29.29,1.2,0.0
20160424:1209,28.26,850.73,50.84,29.96,1.45,0.0
20160424:1309,22.2,648.46,38.51,29.58,2.21,0.0
20160424:1409,14.08,413.93,25.82,29.19,2.97,0.0
20160424:1509,5.21,181.59,13.1,28.8,3.72,0.0
20160424:1609,0.0,0.0,0.0,27.1,3.78,0.0
20160424:1709,0.0,0.0,0.0,25.4,3.83,0.0
20160424:1809,0.0,0.0,0.0,23.7,3.89,0.0
20160424:1909,0.0,0.0,0.0,23.14,3.89,0.0
20160424:2009,0.0,0.0,0.0,22.58,3.89,0.0
20160424:2109,0.0,0.0,0.0,22.02,3.89,0.0
20160424:2209,0.0,0.0,0.0,22.99,4.68,0.0
20160424:2309,0.0,0.0,0.0,23.97,5.46,0.0
20160425:0009,0.0,0.0,0.0,24.94,6.25,0.0
20160425:0109,0.0,0.0,0.0,25.03,6.76,0.0
20160425:0209,0.0,0.0,0.0,25.12,7.27,0.0
20160425:0309,0.0,0.0,0.0,25.21,7.78,0.0
20160425:0409,2.37,87.01,13.17,25.28,7.36,0.0
20160425:0509,9.38,287.6,25.89,25.36,6.93,0.0
20160425:0609,15.98,449.72,38.59,25.43,6.51,0.0
20160425:0709,25.58,714.41,50.94,25.83,6.19,0.0
20160425:0809,31.78,899.73,62.21,26.23,5.87,0.0
20160425:0909,33.76,967.03,70.16,26.64,5.54,0.0
20160425:1009,36.49,1049.26,70.18,26.39,5.55,0.0
20160425:1109,34.08,972.57,62.25,26.14,5.56,0.0
20160425:1209,30.48,859.71,50.99,25.89,5.57,0.0
20160425:1309,24.07,671.19,38.64,25.12,5.44,0.0
20160425:1409,15.16,430.75,25.94,24.35,5.31,0.0
20160425:1509,5.35,181.04,13.23,23.57,5.17,0.0
20160425:1609,0.0,0.0,0.0,22.22,4.46,0.0
20160425:1709,0.0,0.0,0.0,20.87,3.76,0.0
20160425:1809,0.0,0.0,0.0,19.52,3.05,0.0
20160425:1909,0.0,0.0,0.0,18.97,2.82,0.0
20160425:2009,0.0,0.0,0.0,18.41,2.6,0.0
20160425:2109,0.0,0.0,0.0,17.86,2.37,0.0
20160425:2209,0.0,0.0,0.0,18.29,2.1,0.0
20160425:2309,0.0,0.0,0.0,18.72,1.82,0.0
20160426:0009,0.0,0.0,0.0,19.15,1.54,0.0
20160426:0109,0.0,0.0,0.0,18.4,1.95,0.0
20160426:0209,0.0,0.0,0.0,17.65,2.36,0.0
20160426:0309,0.0,0.0,0.0,16.9,2.77,0.0
20160426:0409,2.27,88.32,13.37,19.87,3.03,0.0
20160426:0509,9.32,282.84,26.08,22.85,3.3,0.0
20160426:0609,17.67,503.11,38.79,25.82,3.56,0.0
20160426:0709,24.27,696.08,51.16,28.28,3.88,0.0
20160426:0809,29.06,851.04,62.47,30.75,4.19,0.0
20160426:0909,31.81,949.46,70.48,33.22,4.51,0.0
20160426:1009,32.55,977.6,70.47,34.04,4.58,0.0
20160426:1109,30.33,908.1,62.45,34.86,4.65,0.0
20160426:1209,26.17,778.09,51.14,35.68,4.72,0.0
20160426:1309,20.46,599.42,38.76,34.68,5.1,0.0
20160426:1409,11.94,356.47,26.06,33.68,5.49,0.0
20160426:1509,5.22,185.8,13.35,32.68,5.88,0.0
20160426:1609,0.0,0.0,0.0,29.64,6.02,0.0
20160426:1709,0.0,0.0,0.0,26.59,6.17,0.0
20160426:1809,0.0,0.0,0.0,23.54,6.32,0.0
20160426:1909,0.0,0.0,0.0,22.6,5.6,0.0
20160426:2009,0.0,0.0,0.0,21.65,4.87,0.0
20160426:2109,0.0,0.0,0.0,20.71,4.15,0.0
20160426:2209,0.0,0.0,0.0,20.64,4.06,0.0
20160426:2309,0.0,0.0,0.0,20.56,3.96,0.0
20160427:0009,0.0,0.0,0.0,20.49,3.86,0.0
20160427:0109,0.0,0.0,0.0,20.22,3.79,0.0
20160427:0209,0.0,0.0,0.0,19.94,3.72,0.0
20160427:0309,0.0,0.0,0.0,19.67,3.66,0.0
20160427:0409,2.08,73.01,13.57,20.05,3.83,0.0
20160427:0509,8.76,258.49,26.27,20.42,4.01,0.0
20160427:0609,16.48,457.1,38.98,20.8,4.19,0.0
20160427:0709,23.74,654.31,51.38,21.14,4.54,0.0
20160427:0809,31.59,879.37,62.72,21.48,4.88,0.0
20160427:0909,33.1,926.43,70.8,21.82,5.23,0.0
20160427:1009,36.31,1017.69,70.76,21.66,5.63,0.0
20160427:1109,34.73,964.95,62.65,21.5,6.04,0.0
20160427:1209,30.01,822.66,51.29,21.34,6.44,0.0
20160427:1309,24.11,654.08,38.89,20.47,6.43,0.0
20160427:1409,15.72,435.36,26.18,19.59,6.41,0.0
20160427:1509,5.69,189.3,13.47,18.71,6.4,0.0
20160427:1609,0.0,0.0,0.0,17.91,5.47,0.0
20160427:1709,0.0,0.0,0.0,17.11,4.54,0.0
20160427:1809,0.0,0.0,0.0,16.3,3.61,0.0
20160427:1909,0.0,0.0,0.0,15.86,3.28,0.0
20160427:2009,0.0,0.0,0.0,15.43,2.94,0.0
20160427:2109,0.0,0.0,0.0,14.99,2.61,0.0
20160427:2209,0.0,0.0,0.0,15.17,2.82,0.0
20160427:2309,0.0,0.0,0.0,15.35,3.03,0.0
20160428:0009,0.0,0.0,0.0,15.53,3.24,0.0
20160428:0109,0.0,0.0,0.0,15.28,3.02,0.0
20160428:0209,0.0,0.0,0.0,15.03,2.79,0.0
20160428:0309,0.0,0.0,0.0,14.78,2.57,0.0
20160428:0409,2.56,86.4,13.76,16.2,2.82,0.0
20160428:0509,7.08,205.99,26.46,17.62,3.08,0.0
20160428:0609,17.25,476.02,39.18,19.04,3.34,0.0
20160428:0709,27.19,749.03,51.59,19.88,3.83,0.0
20160428:0809,31.73,884.22,62.97,20.73,4.33,0.0
20160428:0909,34.89,981.42,71.11,21.58,4.83,0.0
20160428:1009,34.05,952.41,71.04,21.48,5.37,0.0
20160428:1109,32.3,895.17,62.84,21.38,5.91,0.0
20160428:1209,31.43,861.84,51.43,21.27,6.46,0.0
20160428:1309,24.98,677.1,39.01,20.37,6.46,0.0
20160428:1409,15.61,431.94,26.3,19.47,6.46,0.0
20160428:1509,5.81,193.64,13.6,18.56,6.46,0.0
20160428:1609,0.0,0.0,0.0,17.77,5.52,0.0
20160428:1709,0.0,0.0,0.0,16.98,4.59,0.0
20160428:1809,0.0,0.0,0.0,16.19,3.66,0.0
20160428:1909,0.0,0.0,0.0,15.65,3.15,0.0
20160428:2009,0.0,0.0,0.0,15.11,2.65,0.0
20160428:2109,0.0,0.0,0.0,14.57,2.15,0.0
20160428:2209,0.0,0.0,0.0,14.62,2.24,0.0
20160428:2309,0.0,0.0,0.0,14.66,2.34,0.0
20160429:0009,0.0,0.0,0.0,14.71,2.43,0.0
20160429:0109,0.0,0.0,0.0,14.48,2.43,0.0
20160429:0209,0.0,0.0,0.0,14.24,2.44,0.0
20160429:0309,0.0,0.0,0.0,14.01,2.44,0.0
20160429:0409,2.5,92.84,13.95,15.68,2.59,0.0
20160429:0509,10.03,301.24,26.64,17.35,2.74,0.0
20160429:0609,19.34,535.04,39.36,19.02,2.88,0.0
20160429:0709,27.3,760.07,51.79,20.12,2.86,0.0
20160429:0809,32.58,926.6,63.22,21.22,2.84,0.0
20160429:0909,35.57,1030.69,71.41,22.32,2.81,0.0
20160429:1009,36.7,1056.71,71.32,22.63,3.64,0.0
20160429:1109,35.28,1002.01,63.03,22.95,4.47,0.0
20160429:1209,31.39,875.97,51.57,23.26,5.3,0.0
20160429:1309,24.87,683.56,39.13,22.35,5.6,0.0
20160429:1409,15.87,444.26,26.41,21.44,5.9,0.0
20160429:1509,5.8,195.89,13.72,20.52,6.21,0.0
20160429:1609,0.0,0.0,0.0,19.4,5.44,0.0
20160429:1709,0.0,0.0,0.0,18.28,4.67,0.0
20160429:1809,0.0,0.0,0.0,17.15,3.9,0.0
20160429:1909,0.0,0.0,0.0,16.54,3.31,0.0
20160429:2009,0.0,0.0,0.0,15.94,2.73,0.0
20160429:2109,0.0,0.0,0.0,15.33,2.14,0.0
20160429:2209,0.0,0.0,0.0,16.17,1.74,0.0
20160429:2309,0.0,0.0,0.0,17.02,1.35,0.0
20160430:0009,0.0,0.0,0.0,17.86,0.95,0.0
20160430:0109,0.0,0.0,0.0,16.92,1.19,0.0
20160430:0209,0.0,0.0,0.0,15.98,1.42,0.0
20160430:0309,0.0,0.0,0.0,15.04,1.66,0.0
20160430:0409,2.78,95.89,14.13,16.86,1.57,0.0
20160430:0509,5.47,163.57,26.82,18.68,1.48,0.0
20160430:0609,10.43,297.35,39.54,20.5,1.39,0.0
20160430:0709,18.47,523.81,51.99,22.35,1.56,0.0
20160430:0809,29.29,855.35,63.46,24.2,1.72,0.0
20160430:0909,33.37,997.63,71.72,26.06,1.89,0.0
20160430:1009,34.15,1021.08,71.6,26.79,2.28,0.0
20160430:1109,32.83,973.0,63.22,27.52,2.66,0.0
20160430:1209,28.83,840.7,51.71,28.24,3.05,0.0
20160430:1309,22.74,649.03,39.26,27.52,3.68,0.0
20160430:1409,13.88,401.45,26.53,26.8,4.32,0.0
20160430:1509,5.03,170.48,13.84,26.08,4.95,0.0
20160430:1609,0.06,9.17,1.42,24.35,4.28,0.0
20160430:1709,0.0,0.0,0.0,22.62,3.61,0.0
20160430:1809,0.0,0.0,0.0,20.89,2.94,0.0
20160430:1909,0.0,0.0,0.0,20.95,2.48,0.0
20160430:2009,0.0,0.0,0.0,21.02,2.03,0.0
20160430:2109,0.0,0.0,0.0,21.08,1.57,0.0
20160430:2209,0.0,0.0,0.0,20.21,2.0,0.0
20160430:2309,0.0,0.0,0.0,19.35,2.43,0.0
20160501:0009,0.0,0.0,0.0,18.48,2.86,0.0
20160501:0109,0.0,0.0,0.0,18.0,3.05,0.0
20160501:0209,0.0,0.0,0.0,17.52,3.25,0.0
20160501:0309,0.0,0.0,0.0,17.04,3.45,0.0
20160501:0409,5.38,161.11,14.31,20.67,3.63,0.0
20160501:0509,9.33,283.82,26.99,24.3,3.82,0.0
20160501:0609,17.62,505.59,39.72,27.93,4.0,0.0
20160501:0709,18.41,528.03,52.18,29.45,5.04,0.0
20160501:0809,18.93,545.85,63.69,30.97,6.09,0.0
