time,P,G(i),H_sun,T2m,WS10m,Int
20160225:1809,0.0,0.0,0.0,16.11,4.33,0.0
20160225:1909,0.0,0.0,0.0,15.78,4.02,0.0
20160225:2009,0.0,0.0,0.0,15.45,3.71,0.0
20160225:2109,0.0,0.0,0.0,15.11,3.41,0.0
20160225:2209,0.0,0.0,0.0,16.01,2.95,0.0
20160225:2309,0.0,0.0,0.0,16.9,2.5,0.0
20160226:0009,0.0,0.0,0.0,17.8,2.04,0.0
20160226:0109,0.0,0.0,0.0,17.69,1.95,0.0
20160226:0209,0.0,0.0,0.0,17.59,1.87,0.0
20160226:0309,0.0,0.0,0.0,17.49,1.78,0.0
20160226:0409,0.0,0.0,0.0,16.99,1.59,0.0
20160226:0509,3.95,137.19,10.88,16.5,1.39,0.0
20160226:0609,14.11,394.12,22.64,16.0,1.2,0.0
20160226:0709,22.73,632.0,33.31,17.0,0.87,0.0
20160226:0809,27.57,787.93,42.12,18.01,0.55,0.0
20160226:0909,32.24,957.68,47.81,19.01,0.22,0.0
20160226:1009,34.26,1006.73,49.04,19.3,1.05,0.0
20160226:1109,33.52,964.71,45.44,19.6,1.88,0.0
20160226:1209,30.18,846.73,38.01,19.89,2.7,0.0
20160226:1309,24.29,668.21,28.14,19.52,3.03,0.0
20160226:1409,15.17,420.45,16.85,19.14,3.37,0.0
20160226:1509,3.59,124.94,4.75,18.77,3.7,0.0
20160226:1609,0.0,0.0,0.0,17.65,3.34,0.0
20160226:1709,0.0,0.0,0.0,16.54,2.98,0.0
20160226:1809,0.0,0.0,0.0,15.42,2.62,0.0
20160226:1909,0.0,0.0,0.0,16.08,2.1,0.0
20160226:2009,0.0,0.0,0.0,16.73,1.57,0.0
20160226:2109,0.0,0.0,0.0,17.38,1.05,0.0
20160226:2209,0.0,0.0,0.0,17.09,0.99,0.0
20160226:2309,0.0,0.0,0.0,16.79,0.93,0.0
20160227:0009,0.0,0.0,0.0,16.49,0.87,0.0
20160227:0109,0.0,0.0,0.0,15.56,1.35,0.0
20160227:0209,0.0,0.0,0.0,14.64,1.83,0.0
20160227:0309,0.0,0.0,0.0,13.71,2.3,0.0
20160227:0409,0.0,0.0,0.0,14.47,2.47,0.0
20160227:0509,2.44,84.14,11.13,15.23,2.63,0.0
20160227:0609,12.9,357.01,22.91,15.99,2.8,0.0
20160227:0709,22.5,609.12,33.62,16.67,3.2,0.0
20160227:0809,29.91,819.1,42.46,17.36,3.59,0.0
20160227:0909,29.61,813.56,48.18,18.04,3.99,0.0
20160227:1009,32.73,903.51,49.41,17.98,4.21,0.0
20160227:1109,32.9,905.27,45.77,17.93,4.44,0.0
20160227:1209,25.42,684.07,38.29,17.88,4.66,0.0
20160227:1309,23.87,642.87,28.37,17.5,4.51,0.0
20160227:1409,14.8,404.54,17.04,17.11,4.36,0.0
20160227:1509,3.48,120.4,4.92,16.72,4.21,0.0
20160227:1609,0.0,0.0,0.0,15.97,3.96,0.0
20160227:1709,0.0,0.0,0.0,15.22,3.71,0.0
20160227:1809,0.0,0.0,0.0,14.47,3.46,0.0
20160227:1909,0.0,0.0,0.0,14.19,3.13,0.0
20160227:2009,0.0,0.0,0.0,13.91,2.8,0.0
20160227:2109,0.0,0.0,0.0,13.63,2.47,0.0
20160227:2209,0.0,0.0,0.0,14.46,2.21,0.0
20160227:2309,0.0,0.0,0.0,15.28,1.95,0.0
20160228:0009,0.0,0.0,0.0,16.11,1.7,0.0
20160228:0109,0.0,0.0,0.0,15.73,1.76,0.0
20160228:0209,0.0,0.0,0.0,15.36,1.83,0.0
20160228:0309,0.0,0.0,0.0,14.98,1.89,0.0
20160228:0409,0.0,0.0,0.0,15.09,1.5,0.0
20160228:0509,3.59,121.84,11.38,15.2,1.11,0.0
20160228:0609,13.83,386.29,23.18,15.3,0.72,0.0
20160228:0709,22.69,629.07,33.93,15.68,0.62,0.0
20160228:0809,29.1,827.96,42.81,16.05,0.52,0.0
20160228:0909,33.0,963.09,48.56,16.43,0.43,0.0
20160228:1009,34.85,1005.53,49.79,17.07,1.38,0.0
20160228:1109,34.44,975.9,46.1,17.71,2.33,0.0
20160228:1209,25.24,688.33,38.56,18.35,3.28,0.0
20160228:1309,24.53,666.24,28.6,18.53,4.05,0.0
20160228:1409,15.35,421.74,17.24,18.7,4.81,0.0
20160228:1509,3.61,125.01,5.1,18.87,5.57,0.0
20160228:1609,0.0,0.0,0.0,18.24,5.45,0.0
20160228:1709,0.0,0.0,0.0,17.6,5.33,0.0
20160228:1809,0.0,0.0,0.0,16.97,5.21,0.0
20160228:1909,0.0,0.0,0.0,16.28,4.91,0.0
20160228:2009,0.0,0.0,0.0,15.58,4.61,0.0
20160228:2109,0.0,0.0,0.0,14.88,4.3,0.0
20160228:2209,0.0,0.0,0.0,14.53,4.06,0.0
20160228:2309,0.0,0.0,0.0,14.17,3.83,0.0
20160229:0009,0.0,0.0,0.0,13.81,3.59,0.0
20160229:0109,0.0,0.0,0.0,13.69,3.74,0.0
20160229:0209,0.0,0.0,0.0,13.57,3.89,0.0
20160229:0309,0.0,0.0,0.0,13.45,4.04,0.0
20160229:0409,0.0,0.0,0.0,14.28,4.1,0.0
20160229:0509,4.4,149.27,11.38,15.12,4.15,0.0
20160229:0609,14.78,405.69,23.18,15.95,4.21,0.0
20160229:0709,23.78,644.13,33.93,18.02,4.2,0.0
20160229:0809,30.39,840.3,42.81,20.1,4.19,0.0
20160229:0909,34.48,975.71,48.56,22.17,4.18,0.0
20160229:1009,35.85,1025.17,49.79,22.88,4.04,0.0
20160229:1109,34.78,996.05,46.1,23.6,3.89,0.0
20160229:1209,27.41,765.56,38.56,24.32,3.75,0.0
20160229:1309,24.49,682.89,28.6,23.87,4.15,0.0
20160229:1409,14.95,420.76,17.24,23.41,4.54,0.0
20160229:1509,3.68,129.51,5.1,22.96,4.94,0.0
20160229:1609,0.0,0.0,0.0,21.74,5.0,0.0
20160229:1709,0.0,0.0,0.0,20.52,5.06,0.0
20160229:1809,0.0,0.0,0.0,19.3,5.12,0.0
20160229:1909,0.0,0.0,0.0,18.49,5.29,0.0
20160229:2009,0.0,0.0,0.0,17.67,5.47,0.0
20160229:2109,0.0,0.0,0.0,16.85,5.64,0.0
20160229:2209,0.0,0.0,0.0,16.71,5.92,0.0
20160229:2309,0.0,0.0,0.0,16.56,6.2,0.0
20160301:0009,0.0,0.0,0.0,16.42,6.48,0.0
20160301:0109,0.0,0.0,0.0,16.13,6.48,0.0
20160301:0209,0.0,0.0,0.0,15.83,6.47,0.0
20160301:0309,0.0,0.0,0.0,15.54,6.47,0.0
20160301:0409,0.0,0.0,0.0,16.08,6.58,0.0
20160301:0509,0.1,13.25,11.63,16.62,6.7,0.0
20160301:0609,14.76,403.86,23.46,17.16,6.81,0.0
20160301:0709,24.11,647.68,34.24,19.09,6.76,0.0
20160301:0809,31.15,850.68,43.16,21.03,6.7,0.0
20160301:0909,35.44,987.5,48.94,22.97,6.65,0.0
20160301:1009,37.03,1043.61,50.16,23.53,6.12,0.0
20160301:1109,35.21,995.09,46.43,24.09,5.6,0.0
20160301:1209,31.18,878.1,38.84,24.66,5.08,0.0
20160301:1309,24.53,681.91,28.83,24.12,4.74,0.0
20160301:1409,15.15,426.78,17.44,23.58,4.4,0.0
20160301:1509,3.47,122.98,5.27,23.04,4.07,0.0
20160301:1609,0.0,0.0,0.0,21.73,4.22,0.0
20160301:1709,0.0,0.0,0.0,20.43,4.37,0.0
20160301:1809,0.0,0.0,0.0,19.12,4.52,0.0
20160301:1909,0.0,0.0,0.0,18.43,4.9,0.0
20160301:2009,0.0,0.0,0.0,17.74,5.27,0.0
20160301:2109,0.0,0.0,0.0,17.05,5.64,0.0
20160301:2209,0.0,0.0,0.0,16.75,5.94,0.0
20160301:2309,0.0,0.0,0.0,16.45,6.24,0.0
20160302:0009,0.0,0.0,0.0,16.16,6.54,0.0
20160302:0109,0.0,0.0,0.0,15.97,6.69,0.0
20160302:0209,0.0,0.0,0.0,15.79,6.84,0.0
20160302:0309,0.0,0.0,0.0,15.6,6.99,0.0
20160302:0409,0.0,0.0,0.0,15.94,7.18,0.0
20160302:0509,0.97,41.54,11.89,16.28,7.37,0.0
20160302:0609,7.85,221.45,23.74,16.62,7.56,0.0
20160302:0709,17.33,467.42,34.55,18.89,7.49,0.0
20160302:0809,25.4,689.17,43.51,21.17,7.42,0.0
20160302:0909,13.58,378.76,49.32,23.45,7.35,0.0
20160302:1009,13.04,367.11,50.54,24.5,6.73,0.0
20160302:1109,22.64,632.9,46.77,25.55,6.11,0.0
20160302:1209,11.17,320.36,39.12,26.6,5.49,0.0
20160302:1309,4.92,151.36,29.06,25.37,5.34,0.0
20160302:1409,3.8,120.75,17.63,24.14,5.19,0.0
20160302:1509,0.98,42.74,5.44,22.91,5.03,0.0
20160302:1609,0.0,0.0,0.0,22.28,4.81,0.0
20160302:1709,0.0,0.0,0.0,21.66,4.58,0.0
20160302:1809,0.0,0.0,0.0,21.04,4.36,0.0
20160302:1909,0.0,0.0,0.0,21.01,5.35,0.0
20160302:2009,0.0,0.0,0.0,20.98,6.34,0.0
20160302:2109,0.0,0.0,0.0,20.95,7.34,0.0
20160302:2209,0.0,0.0,0.0,20.26,8.18,0.0
20160302:2309,0.0,0.0,0.0,19.57,9.02,0.0
20160303:0009,0.0,0.0,0.0,18.88,9.86,0.0
20160303:0109,0.0,0.0,0.0,18.4,7.89,0.0
20160303:0209,0.0,0.0,0.0,17.92,5.92,0.0
20160303:0309,0.0,0.0,0.0,17.44,3.94,0.0
20160303:0409,0.0,0.0,0.0,17.29,4.34,0.0
20160303:0509,2.64,87.92,12.15,17.15,4.74,0.0
20160303:0609,9.5,265.8,24.02,17.0,5.13,0.0
20160303:0709,19.92,531.73,34.86,16.82,5.68,0.0
20160303:0809,28.82,770.89,43.86,16.65,6.23,0.0
20160303:0909,36.12,974.09,49.7,16.48,6.79,0.0
20160303:1009,38.65,1048.43,50.91,16.16,6.5,0.0
20160303:1109,36.96,999.12,47.1,15.83,6.22,0.0
20160303:1209,32.58,872.03,39.39,15.51,5.93,0.0
20160303:1309,25.54,677.91,29.28,15.25,5.33,0.0
20160303:1409,15.66,422.77,17.82,15.0,4.73,0.0
20160303:1509,3.96,133.29,5.61,14.75,4.12,0.0
20160303:1609,0.0,0.0,0.0,14.53,3.56,0.0
20160303:1709,0.0,0.0,0.0,14.32,2.99,0.0
20160303:1809,0.0,0.0,0.0,14.11,2.43,0.0
20160303:1909,0.0,0.0,0.0,14.85,2.18,0.0
20160303:2009,0.0,0.0,0.0,15.59,1.94,0.0
20160303:2109,0.0,0.0,0.0,16.33,1.7,0.0
20160303:2209,0.0,0.0,0.0,16.45,1.84,0.0
20160303:2309,0.0,0.0,0.0,16.57,1.98,0.0
20160304:0009,0.0,0.0,0.0,16.69,2.12,0.0
20160304:0109,0.0,0.0,0.0,16.19,2.0,0.0
20160304:0209,0.0,0.0,0.0,15.69,1.87,0.0
20160304:0309,0.0,0.0,0.0,15.18,1.74,0.0
20160304:0409,0.0,0.0,0.0,14.92,2.39,0.0
20160304:0509,4.57,154.65,12.41,14.66,3.04,0.0
20160304:0609,14.87,405.18,24.31,14.4,3.7,0.0
20160304:0709,10.23,280.48,35.18,14.9,4.09,0.0
20160304:0809,17.34,469.02,44.22,15.4,4.49,0.0
20160304:0909,28.77,786.9,50.09,15.9,4.88,0.0
20160304:1009,37.75,1035.57,51.29,16.02,5.01,0.0
20160304:1109,36.41,993.8,47.43,16.14,5.13,0.0
20160304:1209,32.4,874.65,39.66,16.27,5.26,0.0
20160304:1309,25.52,681.85,29.51,16.16,4.95,0.0
20160304:1409,15.82,429.29,18.01,16.05,4.64,0.0
20160304:1509,4.16,138.67,5.78,15.95,4.33,0.0
20160304:1609,0.0,0.0,0.0,15.46,3.58,0.0
20160304:1709,0.0,0.0,0.0,14.98,2.82,0.0
20160304:1809,0.0,0.0,0.0,14.49,2.07,0.0
20160304:1909,0.0,0.0,0.0,14.41,2.41,0.0
20160304:2009,0.0,0.0,0.0,14.33,2.76,0.0
20160304:2109,0.0,0.0,0.0,14.25,3.1,0.0
20160304:2209,0.0,0.0,0.0,13.54,3.36,0.0
20160304:2309,0.0,0.0,0.0,12.83,3.62,0.0
20160305:0009,0.0,0.0,0.0,12.13,3.88,0.0
20160305:0109,0.0,0.0,0.0,11.93,3.98,0.0
20160305:0209,0.0,0.0,0.0,11.73,4.09,0.0
20160305:0309,0.0,0.0,0.0,11.52,4.19,0.0
20160305:0409,0.0,0.0,0.0,12.49,4.47,0.0
20160305:0509,5.05,168.47,12.68,13.46,4.74,0.0
20160305:0609,15.66,424.3,24.59,14.43,5.02,0.0
20160305:0709,24.8,660.21,35.5,15.63,5.31,0.0
20160305:0809,31.76,856.54,44.57,16.84,5.59,0.0
20160305:0909,36.22,991.36,50.47,18.05,5.88,0.0
20160305:1009,38.06,1045.88,51.67,18.19,6.08,0.0
20160305:1109,36.28,991.54,47.76,18.32,6.29,0.0
20160305:1209,31.6,854.85,39.93,18.46,6.5,0.0
20160305:1309,24.91,666.05,29.73,17.98,6.44,0.0
20160305:1409,15.75,427.84,18.2,17.51,6.38,0.0
20160305:1509,4.18,139.12,5.95,17.04,6.32,0.0
20160305:1609,0.0,0.0,0.0,16.41,5.76,0.0
20160305:1709,0.0,0.0,0.0,15.79,5.2,0.0
20160305:1809,0.0,0.0,0.0,15.17,4.63,0.0
20160305:1909,0.0,0.0,0.0,14.62,4.27,0.0
20160305:2009,0.0,0.0,0.0,14.07,3.9,0.0
20160305:2109,0.0,0.0,0.0,13.52,3.53,0.0
20160305:2209,0.0,0.0,0.0,13.42,3.28,0.0
20160305:2309,0.0,0.0,0.0,13.32,3.03,0.0
20160306:0009,0.0,0.0,0.0,13.22,2.77,0.0
20160306:0109,0.0,0.0,0.0,13.58,2.64,0.0
20160306:0209,0.0,0.0,0.0,13.94,2.51,0.0
20160306:0309,0.0,0.0,0.0,14.3,2.39,0.0
20160306:0409,0.0,0.0,0.0,14.03,1.94,0.0
20160306:0509,2.3,78.58,12.94,13.75,1.49,0.0
20160306:0609,9.98,277.31,24.88,13.48,1.03,0.0
20160306:0709,16.11,439.07,35.82,13.67,1.08,0.0
20160306:0809,27.4,760.68,44.93,13.87,1.12,0.0
20160306:0909,33.81,959.22,50.86,14.07,1.16,0.0
20160306:1009,35.99,1026.68,52.05,14.38,1.48,0.0
20160306:1109,35.38,999.4,48.09,14.69,1.8,0.0
20160306:1209,31.71,879.48,40.2,15.0,2.12,0.0
20160306:1309,20.37,541.15,29.95,15.23,3.32,0.0
20160306:1409,16.47,445.64,18.39,15.47,4.51,0.0
20160306:1509,4.93,160.85,6.11,15.71,5.71,0.0
20160306:1609,0.0,0.0,0.0,15.3,5.79,0.0
20160306:1709,0.0,0.0,0.0,14.9,5.88,0.0
20160306:1809,0.0,0.0,0.0,14.49,5.96,0.0
20160306:1909,0.0,0.0,0.0,14.15,5.6,0.0
20160306:2009,0.0,0.0,0.0,13.81,5.25,0.0
20160306:2109,0.0,0.0,0.0,13.47,4.9,0.0
20160306:2209,0.0,0.0,0.0,13.14,4.51,0.0
20160306:2309,0.0,0.0,0.0,12.8,4.12,0.0
20160307:0009,0.0,0.0,0.0,12.47,3.74,0.0
20160307:0109,0.0,0.0,0.0,12.12,3.89,0.0
20160307:0209,0.0,0.0,0.0,11.77,4.04,0.0
20160307:0309,0.0,0.0,0.0,11.41,4.19,0.0
20160307:0409,0.0,0.0,0.0,12.22,4.03,0.0
20160307:0509,5.35,176.56,13.21,13.02,3.87,0.0
20160307:0609,16.02,434.6,25.17,13.83,3.71,0.0
20160307:0709,24.86,669.83,36.14,15.3,3.24,0.0
20160307:0809,31.3,866.14,45.29,16.78,2.76,0.0
20160307:0909,35.13,1002.14,51.25,18.25,2.29,0.0
20160307:1009,36.78,1056.74,52.43,18.78,2.45,0.0
20160307:1109,35.21,1005.48,48.42,19.3,2.61,0.0
20160307:1209,31.25,879.32,40.47,19.83,2.77,0.0
20160307:1309,25.08,688.37,30.17,19.7,3.6,0.0
20160307:1409,15.52,428.76,18.57,19.57,4.42,0.0
20160307:1509,4.38,146.57,6.28,19.45,5.24,0.0
20160307:1609,0.0,0.0,0.0,18.51,5.27,0.0
20160307:1709,0.0,0.0,0.0,17.58,5.3,0.0
20160307:1809,0.0,0.0,0.0,16.65,5.32,0.0
20160307:1909,0.0,0.0,0.0,15.95,4.59,0.0
20160307:2009,0.0,0.0,0.0,15.25,3.85,0.0
20160307:2109,0.0,0.0,0.0,14.55,3.12,0.0
20160307:2209,0.0,0.0,0.0,14.41,2.42,0.0
20160307:2309,0.0,0.0,0.0,14.27,1.73,0.0
20160308:0009,0.0,0.0,0.0,14.13,1.03,0.0
20160308:0109,0.0,0.0,0.0,13.92,1.11,0.0
20160308:0209,0.0,0.0,0.0,13.71,1.18,0.0
20160308:0309,0.0,0.0,0.0,13.49,1.26,0.0
20160308:0409,0.0,0.0,0.0,14.3,1.31,0.0
20160308:0509,5.24,171.65,13.48,15.12,1.36,0.0
20160308:0609,15.19,421.78,25.46,15.93,1.41,0.0
20160308:0709,18.31,500.0,36.47,16.7,1.6,0.0
20160308:0809,30.47,857.38,45.66,17.47,1.79,0.0
20160308:0909,34.63,991.63,51.65,18.24,1.99,0.0
20160308:1009,35.49,1014.89,52.81,18.58,2.41,0.0
20160308:1109,29.26,817.73,48.75,18.92,2.84,0.0
20160308:1209,30.25,841.07,40.74,19.27,3.27,0.0
20160308:1309,4.04,124.64,30.39,18.87,3.31,0.0
20160308:1409,14.58,402.94,18.76,18.47,3.36,0.0
20160308:1509,1.47,56.7,6.44,18.07,3.41,0.0
20160308:1609,0.0,0.0,0.0,17.35,3.1,0.0
20160308:1709,0.0,0.0,0.0,16.64,2.79,0.0
20160308:1809,0.0,0.0,0.0,15.92,2.48,0.0
20160308:1909,0.0,0.0,0.0,15.7,2.31,0.0
20160308:2009,0.0,0.0,0.0,15.48,2.14,0.0
20160308:2109,0.0,0.0,0.0,15.26,1.97,0.0
20160308:2209,0.0,0.0,0.0,15.03,1.7,0.0
20160308:2309,0.0,0.0,0.0,14.8,1.43,0.0
20160309:0009,0.0,0.0,0.0,14.57,1.16,0.0
20160309:0109,0.0,0.0,0.0,14.23,1.69,0.0
20160309:0209,0.0,0.0,0.0,13.9,2.22,0.0
20160309:0309,0.0,0.0,0.0,13.56,2.74,0.0
20160309:0409,0.0,0.0,0.0,14.6,3.2,0.0
20160309:0509,4.93,160.44,13.75,15.64,3.66,0.0
20160309:0609,15.32,420.14,25.76,16.68,4.11,0.0
20160309:0709,18.77,508.97,36.79,18.97,4.23,0.0
20160309:0809,30.39,845.22,46.02,21.26,4.36,0.0
20160309:0909,34.52,982.12,52.04,23.55,4.48,0.0
20160309:1009,34.73,999.44,53.2,24.54,4.05,0.0
20160309:1109,31.96,922.85,49.07,25.52,3.62,0.0
20160309:1209,22.23,629.93,41.0,26.51,3.19,0.0
20160309:1309,14.59,416.37,30.6,26.1,2.57,0.0
20160309:1409,8.09,239.19,18.94,25.7,1.95,0.0
20160309:1509,3.67,128.67,6.61,25.3,1.34,0.0
20160309:1609,0.0,0.0,0.0,25.4,1.37,0.0
20160309:1709,0.0,0.0,0.0,25.51,1.4,0.0
20160309:1809,0.0,0.0,0.0,25.62,1.43,0.0
20160309:1909,0.0,0.0,0.0,23.46,2.51,0.0
20160309:2009,0.0,0.0,0.0,21.31,3.58,0.0
20160309:2109,0.0,0.0,0.0,19.15,4.65,0.0
20160309:2209,0.0,0.0,0.0,18.5,5.3,0.0
20160309:2309,0.0,0.0,0.0,17.85,5.95,0.0
20160310:0009,0.0,0.0,0.0,17.2,6.61,0.0
20160310:0109,0.0,0.0,0.0,16.28,5.96,0.0
20160310:0209,0.0,0.0,0.0,15.36,5.32,0.0
20160310:0309,0.0,0.0,0.0,14.43,4.68,0.0
20160310:0409,0.0,0.0,0.0,15.08,4.27,0.0
20160310:0509,4.26,137.99,14.03,15.73,3.86,0.0
20160310:0609,14.96,410.83,26.05,16.38,3.45,0.0
20160310:0709,24.14,654.19,37.12,16.78,3.37,0.0
20160310:0809,31.13,858.04,46.39,17.19,3.28,0.0
20160310:0909,33.77,939.99,52.43,17.6,3.2,0.0
20160310:1009,36.06,1012.99,53.58,17.72,3.35,0.0
20160310:1109,35.49,992.97,49.4,17.84,3.5,0.0
20160310:1209,31.35,864.96,41.27,17.97,3.66,0.0
20160310:1309,22.64,612.57,30.82,17.61,3.62,0.0
20160310:1409,15.45,423.88,19.12,17.26,3.59,0.0
20160310:1509,4.45,147.32,6.77,16.91,3.56,0.0
20160310:1609,0.0,0.0,0.0,16.2,3.46,0.0
20160310:1709,0.0,0.0,0.0,15.5,3.36,0.0
20160310:1809,0.0,0.0,0.0,14.8,3.26,0.0
20160310:1909,0.0,0.0,0.0,14.27,3.0,0.0
20160310:2009,0.0,0.0,0.0,13.75,2.74,0.0
20160310:2109,0.0,0.0,0.0,13.22,2.48,0.0
20160310:2209,0.0,0.0,0.0,13.4,2.48,0.0
20160310:2309,0.0,0.0,0.0,13.58,2.48,0.0
20160311:0009,0.0,0.0,0.0,13.76,2.48,0.0
20160311:0109,0.0,0.0,0.0,13.57,3.05,0.0
20160311:0209,0.0,0.0,0.0,13.38,3.62,0.0
20160311:0309,0.0,0.0,0.0,13.19,4.19,0.0
20160311:0409,0.0,0.0,0.0,14.04,3.88,0.0
20160311:0509,5.53,178.4,14.3,14.89,3.57,0.0
20160311:0609,16.16,442.64,26.35,15.74,3.26,0.0
20160311:0709,24.88,677.62,37.45,16.94,3.01,0.0
20160311:0809,31.4,876.21,46.75,18.15,2.76,0.0
20160311:0909,35.31,1010.35,52.83,19.35,2.51,0.0
20160311:1009,37.17,1063.51,53.96,19.65,3.06,0.0
20160311:1109,35.77,1011.75,49.73,19.95,3.61,0.0
20160311:1209,32.02,890.24,41.53,20.25,4.17,0.0
20160311:1309,25.71,701.51,31.03,19.54,4.4,0.0
20160311:1409,16.29,447.87,19.3,18.83,4.64,0.0
20160311:1509,4.92,162.06,6.93,18.13,4.88,0.0
20160311:1609,0.0,0.0,0.0,17.55,4.79,0.0
20160311:1709,0.0,0.0,0.0,16.97,4.69,0.0
20160311:1809,0.0,0.0,0.0,16.39,4.59,0.0
20160311:1909,0.0,0.0,0.0,15.85,4.41,0.0
20160311:2009,0.0,0.0,0.0,15.32,4.23,0.0
20160311:2109,0.0,0.0,0.0,14.78,4.06,0.0
20160311:2209,0.0,0.0,0.0,14.41,4.07,0.0
20160311:2309,0.0,0.0,0.0,14.03,4.09,0.0
20160312:0009,0.0,0.0,0.0,13.66,4.11,0.0
20160312:0109,0.0,0.0,0.0,13.74,4.32,0.0
20160312:0209,0.0,0.0,0.0,13.82,4.52,0.0
20160312:0309,0.0,0.0,0.0,13.89,4.73,0.0
20160312:0409,0.0,0.0,0.0,14.66,4.5,0.0
20160312:0509,5.57,179.99,14.58,15.42,4.26,0.0
20160312:0609,14.94,408.67,26.65,16.19,4.03,0.0
20160312:0709,20.85,564.44,37.77,17.78,4.32,0.0
20160312:0809,24.83,678.77,47.12,19.38,4.61,0.0
20160312:0909,25.26,696.12,53.23,20.97,4.9,0.0
20160312:1009,14.9,413.83,54.35,21.42,5.08,0.0
20160312:1109,33.81,945.09,50.05,21.87,5.26,0.0
20160312:1209,28.63,791.67,41.79,22.32,5.45,0.0
20160312:1309,14.27,392.9,31.24,21.5,5.81,0.0
20160312:1409,14.29,395.52,19.47,20.68,6.17,0.0
20160312:1509,3.22,110.83,7.09,19.87,6.52,0.0
20160312:1609,0.0,0.0,0.0,19.05,6.11,0.0
20160312:1709,0.0,0.0,0.0,18.24,5.69,0.0
20160312:1809,0.0,0.0,0.0,17.42,5.27,0.0
20160312:1909,0.0,0.0,0.0,17.61,4.67,0.0
20160312:2009,0.0,0.0,0.0,17.79,4.06,0.0
20160312:2109,0.0,0.0,0.0,17.98,3.46,0.0
20160312:2209,0.0,0.0,0.0,17.51,3.01,0.0
20160312:2309,0.0,0.0,0.0,17.04,2.56,0.0
20160313:0009,0.0,0.0,0.0,16.58,2.11,0.0
20160313:0109,0.0,0.0,0.0,16.04,2.15,0.0
20160313:0209,0.0,0.0,0.0,15.51,2.18,0.0
20160313:0309,0.0,0.0,0.0,14.97,2.22,0.0
20160313:0409,0.0,0.0,0.0,16.0,2.4,0.0
20160313:0509,3.68,118.26,14.86,17.03,2.59,0.0
20160313:0609,11.6,323.87,26.94,18.06,2.77,0.0
20160313:0709,8.61,246.37,38.1,20.36,2.87,0.0
20160313:0809,17.57,493.03,47.49,22.67,2.97,0.0
20160313:0909,19.1,541.73,53.63,24.98,3.06,0.0
20160313:1009,18.12,516.26,54.73,25.59,2.77,0.0
20160313:1109,28.74,838.36,50.38,26.2,2.48,0.0
20160313:1209,28.81,844.29,42.04,26.82,2.19,0.0
20160313:1309,21.87,626.31,31.44,26.22,2.15,0.0
20160313:1409,12.53,361.89,19.65,25.62,2.11,0.0
20160313:1509,1.08,46.04,7.24,25.02,2.07,0.0
20160313:1609,0.0,0.0,0.0,24.04,2.81,0.0
20160313:1709,0.0,0.0,0.0,23.06,3.55,0.0
20160313:1809,0.0,0.0,0.0,22.08,4.29,0.0
20160313:1909,0.0,0.0,0.0,22.15,5.09,0.0
20160313:2009,0.0,0.0,0.0,22.22,5.89,0.0
20160313:2109,0.0,0.0,0.0,22.29,6.69,0.0
20160313:2209,0.0,0.0,0.0,22.47,7.09,0.0
20160313:2309,0.0,0.0,0.0,22.64,7.48,0.0
20160314:0009,0.0,0.0,0.0,22.82,7.88,0.0
20160314:0109,0.0,0.0,0.0,22.45,8.36,0.0
20160314:0209,0.0,0.0,0.0,22.08,8.85,0.0
20160314:0309,0.0,0.0,0.0,21.71,9.34,0.0
20160314:0409,0.0,0.0,0.0,20.77,9.2,0.0
20160314:0509,4.78,154.52,15.14,19.82,9.06,0.0
20160314:0609,14.8,404.53,27.24,18.88,8.92,0.0
20160314:0709,24.02,639.56,38.44,18.57,9.02,0.0
20160314:0809,31.16,831.04,47.86,18.26,9.11,0.0
20160314:0909,35.92,963.39,54.03,17.95,9.2,0.0
20160314:1009,34.37,923.7,55.11,17.68,8.81,0.0
20160314:1109,32.0,856.19,50.7,17.41,8.43,0.0
20160314:1209,24.23,645.67,42.3,17.14,8.04,0.0
20160314:1309,22.71,602.62,31.65,17.1,7.43,0.0
20160314:1409,13.89,377.84,19.82,17.07,6.83,0.0
20160314:1509,4.52,148.98,7.4,17.04,6.22,0.0
20160314:1609,0.0,0.0,0.0,16.46,5.81,0.0
20160314:1709,0.0,0.0,0.0,15.89,5.39,0.0
20160314:1809,0.0,0.0,0.0,15.31,4.98,0.0
20160314:1909,0.0,0.0,0.0,15.09,5.43,0.0
20160314:2009,0.0,0.0,0.0,14.86,5.89,0.0
20160314:2109,0.0,0.0,0.0,14.64,6.34,0.0
20160314:2209,0.0,0.0,0.0,14.57,6.78,0.0
20160314:2309,0.0,0.0,0.0,14.5,7.22,0.0
20160315:0009,0.0,0.0,0.0,14.44,7.66,0.0
20160315:0109,0.0,0.0,0.0,14.73,7.93,0.0
20160315:0209,0.0,0.0,0.0,15.02,8.21,0.0
20160315:0309,0.0,0.0,0.0,15.3,8.48,0.0
20160315:0409,0.0,0.0,0.0,16.03,9.01,0.0
20160315:0509,4.45,139.94,15.42,16.75,9.53,0.0
20160315:0609,16.03,433.25,27.54,17.48,10.06,0.0
20160315:0709,13.55,366.6,38.77,17.52,10.43,0.0
20160315:0809,25.29,666.02,48.23,17.57,10.81,0.0
20160315:0909,37.38,994.61,54.43,17.62,11.19,0.0
20160315:1009,38.48,1027.45,55.5,17.23,11.21,0.0
20160315:1109,32.09,849.02,51.02,16.84,11.23,0.0
